Name,SOL_ID_BO_ID,SO Name,MIS,PPFGP,SSA,RD,SBBAS,SBSGP,SCSS,TD,PRFTS,KVN,NSC8,MSSC
Kumbha BO,C8618,Hansi SO,,,2.0,2.0,,4.0,,2.0,,,,
Kurangawali BO,G6839,Baragudha SO,,,2.0,,,,,8.0,,,,
Kusumbhi BO,A1159,Sirsa HO,,,,,,1.0,,,,,,
Kutewadh BO,F1511,Sirsa HO,,,,1.0,,,,,,,,
Laduwas BO,J6582,Rattia SO,,,,3.0,,,,2.0,,,,
Ladwa BO,H8907,Hisar Cantt SO,,,3.0,4.0,,1.0,,,,,,
Ladwi BO,L4417,Mandi Adampur SO,,,1.0,1.0,,4.0,,,,,,
Lakarwali BO,L5332,Kalanwali SO,,,2.0,,,1.0,,,,,,
Lalauda BO,D9414,Tohana Mandi SO,,,2.0,,,,,,,,,
Lali BO,J6583,Rattia SO,,,,,,1.0,,34.0,,,,
Landhari BO,D2498,Agroha SO,,,1.0,1.0,1.0,,,,,,,
Lehangewala BO,C4849,Baragudha SO,,,2.0,,,,,,,,,
Lehraian BO,H9311,Dharsul Kalan SO,,,,,,,,1.0,,,,
Litani BO,E1732,Uklana Mandi SO,,,1.0,1.0,,5.0,,6.0,,,,
Lohari Ragho BO,J6625,Narnaund SO,,,,,,1.0,,,,,,
Ludesar BO,J3477,Chopta Nathu Sari SO,,,,,,3.0,,4.0,,,,
M S Rattia SO,12505102,,12.0,4.0,6.0,1.0,,5.0,5.0,2.0,,,,
M.S Ellenabad SO,12510202,,1.0,,3.0,,,1.0,,,,,,
Madanheri BO,C4149,Bass SO,,,2.0,1.0,,2.0,,,,,,
Madha BO,J6626,Narnaund SO,,,,1.0,,,,12.0,,,,
Madho Singhana BO,F9958,Sirsa HO,,,1.0,,,2.0,,,,,,
Mahalsara BO,L4418,Mandi Adampur SO,,,1.0,5.0,,,,2.0,,,,
Mahmadpur Rohi BO,G6168,Badopal SO,,,3.0,1.0,,4.0,,4.0,,,,
Majra BO,J6627,Narnaund SO,,,3.0,1.0,,3.0,,18.0,,,,
Makhosarani BO,J3478,Chopta Nathu Sari SO,,,2.0,,,2.0,,,,,,
Mallekan BO,A9649,Sirsa HO,,,,4.0,1.0,3.0,,2.0,,,,
Mamera Kalan BO,E4282,Ellenabad SO,,,,10.0,,,,,,,,
Mandi Adampur SO,12505201,,69.0,3.0,15.0,129.0,,37.0,5.0,62.0,,7.0,19.0,
Mandi Dabwali SO,12510402,,5.0,2.0,7.0,40.0,,20.0,9.0,21.0,,4.0,20.0,
Mangala BO,F9959,Sirsa HO,,,5.0,,,3.0,,2.0,,,,
Mangali BO,D7107,Modle Town Hisar SO,,,2.0,1.0,,1.0,,,,,,
Manghera BO,H9312,Dharsul Kalan SO,,,1.0,6.0,,2.0,,,,,,
Marh BO,J6584,Nagpur S.O.,,,1.0,,,1.0,,2.0,,,,
Masitan BO,L6271,Mandi Dabwali SO,,,,,,1.0,,,,,,
Masudpur BO,H3019,Sisai SO Hisar,,,1.0,,,4.0,,21.0,,,,
Matdadu BO,J8301,Goriwala SO,,,1.0,11.0,,1.0,,,,,,
Matloda BO,D3549,Barwala SO Hisar,,,2.0,,,,,,,,,
Mattar Sham BO,L3906,Ha U Hisar SO,,,,,,1.0,,,,,,
Maujdin BO,D4830,Sirsa HO,,,,6.0,,1.0,,25.0,,,,
Maujgarbh BO,L6272,Mandi Dabwali SO,,,1.0,,,3.0,,3.0,,,,
Mauju Khera BO,J7012,Bahaudin SO,,,,,,2.0,,,,,,
Mauju Khera BO,A2294,Ellenabad SO,,,,1.0,,1.0,,4.0,,,,
Mayar BO,L3935,Satroad Khurd SO,,,,1.0,,,,19.0,,,,
MCHisar SO,12500107,,3.0,,5.0,64.0,,20.0,1.0,41.0,,4.0,,
Mehanda BO,A3412,Hansi SO,,,,,,,,10.0,,,,
Mehmra BO,J6585,Rattia SO,,,1.0,,,1.0,,,,,,
Mehuwala BO,J7271,Bhattu Kalan SO,,,4.0,1.0,,2.0,,,,,,
Meond Kalan BO,L3890,Jakhal Mandi SO,,,2.0,,,,,,,,,
Meond Khurd BO,L3891,Jakhal Mandi SO,,,2.0,,,,,,,,,
Milakpur BO,J6628,Narnaund SO,,,1.0,,,,,,,,,
Mini Secretariat Hansi SO,12503305,,15.0,,1.0,,,,,7.0,,,,
Mini Sectthisar SO,12500108,,4.0,2.0,3.0,14.0,,10.0,7.0,26.0,,,,
MiniSecttSirsa SO,12505503,,7.0,,2.0,46.0,,7.0,1.0,53.0,,,2.0,
Mirana BO,J6586,Rattia SO,,,2.0,10.0,,,,,,,,
Mirchpur BO,J6629,Narnaund SO,,,6.0,2.0,,5.0,,12.0,,,,
Mirzapur BO,B9190,Ellenabad SO,,,1.0,,,5.0,,8.0,,,,
Mirzapur BO,C0356,Modle Town Hisar SO,,,,3.0,,3.0,,,,,,
Mithanpura BO,C7470,Ellenabad SO,,,,3.0,,,,,,,,
Mithri BO,L6273,Mandi Dabwali SO,,,,1.0,,1.0,,,,,,
Moda Khera BO,L4419,Mandi Adampur SO,,,,,,2.0,,,,,,
Modle Town Hisar SO,12500501,,12.0,4.0,11.0,31.0,,23.0,18.0,46.0,,,14.0,
Mohabatpur BO,L4420,Mandi Adampur SO,,,1.0,,,,,,,,,
Mohmadpur Sotter BO,J6587,Rattia SO,,,3.0,,,,,,,,,
Moriwala BO,J7794,Sikander Pur SO,,,1.0,1.0,,,,,,,,
Moth BO,J6630,Narnaund SO,,,2.0,2.0,,4.0,,1.0,,,,
MTS Sirsa SO,12505504,,48.0,1.0,5.0,53.0,,25.0,2.0,38.0,,2.0,20.0,
Muklan BO,F7827,Azad Nagar Hisar SO,,,1.0,,,1.0,,,,,,
Munawali BO,E5431,Fatehabad SO Fatehabad,,,1.0,,,3.0,,2.0,,,,
Mundlian BO,L3892,Jakhal Mandi SO,,,4.0,9.0,,1.0,,,,,,
Munnawali BO,J8302,Goriwala SO,,,,5.0,,1.0,,,,,,
Musa Khera BO,H9313,Dharsul Kalan SO,,,2.0,,,,,,,,,
Muzadpur BO,G8429,Nalwa SO,,,3.0,,,,,,,,,
Nadhori BO,C2294,Bhuna SO,,,3.0,1.0,,3.0,,,,,,
Nagoki BO,C4850,Baragudha SO,,,1.0,,,2.0,,10.0,,,,
Nagpur S.O.,12506101,,,4.0,10.0,3.0,,2.0,,0.0,,,,
Nai Mandi Fatehabad SO,12505003,,1.0,,,38.0,,12.0,5.0,41.0,,,8.0,
Nai Mandi Sirsa SO,12505505,,14.0,5.0,4.0,94.0,,21.0,4.0,20.0,,3.0,7.0,
Nakhatia BO,B1912,Fatehabad SO Fatehabad,,,,3.0,,7.0,,,,,,
Nakora BO,J6193,Siri Jiwan Nagar SO,,,1.0,,,1.0,,,,,,
Nalwa SO,12503701,,,,2.0,1.0,,1.0,,5.0,,,,
NAM Hisar SO,12500109,,2.0,,3.0,5.0,,9.0,3.0,17.0,,1.0,11.0,
Nangal BO,J6589,Rattia SO,,,,1.0,,1.0,,1.0,,,,
Nangla BO,D1135,Tohana Mandi SO,,,4.0,2.0,,2.0,,1.0,,,,
Nangthala BO,A7321,Agroha SO,,,2.0,,,,,,,,,
Nanheri BO,H9314,Dharsul Kalan SO,,,1.0,,,1.0,,14.0,,,,
Nanuana BO,L6359,Rania SO,,,5.0,,,,,,,,,
Nara BO,J6631,Narnaund SO,,,,,,1.0,,2.0,,,,
Narnaund SO,12503901,,,2.0,8.0,11.0,,18.0,1.0,12.0,,5.0,5.0,
Nathore BO,J6194,Siri Jiwan Nagar SO,,,,,,1.0,,,,,,
Nathusari Kalan BO,J3479,Chopta Nathu Sari SO,,,3.0,,,,,,,,,
Nathuwal BO,L3893,Jakhal Mandi SO,,,1.0,,,,,10.0,,,,
Nathwan BO,J6590,Rattia SO,,,,1.0,,,,11.0,,,,
Nehla BO,L3932,Pabra SO,,,5.0,,,2.0,,10.0,,,,
Neoli Kalan BO,L3907,Ha U Hisar SO,,,5.0,1.0,,3.0,,,,,,
Nezadela Khurd BO,J6536,Odhan SO,,,1.0,1.0,,1.0,,,,,,
Niyana BO,C8643,Modle Town Hisar SO,,,2.0,1.0,,3.0,,2.0,,,,
Nozadela Kalan BO,J7795,Sikander Pur SO,,,,1.0,,3.0,,,,,,
Nuhiyanwali BO,J6537,Odhan SO,,,1.0,,,4.0,,,,,,
Odhan SO,12507701,,,,1.0,3.0,,14.0,,0.0,,,,
Ottu BO,A1160,Sirsa HO,,,6.0,,,,,1.0,,,,
Pabra SO,12511201,,1.0,,5.0,2.0,,6.0,,11.0,,,,
Pali BO,H3020,Sisai SO Hisar,,,3.0,,,1.0,,7.0,,,,
Palsar BO,J6591,Rattia SO,,,,,,,,15.0,,,,
PANIHARI BO,J7796,Sikander Pur SO,,,,1.0,,,,,,,,
Panihari BO,F8638,Barwala SO Hisar,,,3.0,,,2.0,,,,,,
Paniwala Mota BO,J6538,Odhan SO,,,2.0,,,,,20.0,,,,
Paniwala Ruldu BO,L6274,Mandi Dabwali SO,,,,1.0,,,,5.0,,,,
Panjuana BO,J6539,Odhan SO,,,1.0,4.0,,1.0,,2.0,,,,
Parbhuwala BO,B6640,Uklana Mandi SO,,,4.0,3.0,,2.0,,3.0,,,,
Partan BO,G4791,Tohana Mandi SO,,,,50.0,,,,,,,,
Patel Nager Hisar SO,12500110,,13.0,,4.0,33.0,,12.0,59.0,76.0,,3.0,20.0,
Petwar BO,A3413,Hansi SO,,,1.0,,,10.0,,17.0,,,,
Phulkan BO,J7797,Sikander Pur SO,,,,,,,,10.0,,,,
Phullan BO,J6592,Nagpur S.O.,,,1.0,,,,,,,,,
Pili Mandori BO,J7272,Bhattu Kalan SO,,,2.0,,,1.0,,,,,,
Pipli BO,L5335,Kalanwali SO,,,,,,,,9.0,,,,
Pirthala BO,C2821,Tohana Mandi SO,,,2.0,,,1.0,,,,,,
Poharkan BO,A2295,Ellenabad SO,,,2.0,2.0,,,,5.0,,,,
Puthi Samain BO,B5692,Bass SO,,,3.0,,,,,12.0,,,,
Puthimangal Khan BO,B1909,Hansi SO,,,,1.0,,1.0,,,,,,
Qutabpur BO,L3936,Satroad Khurd SO,,,,15.0,,1.0,,,,,,
Rainwali BO,G4792,Tohana Mandi SO,,,2.0,1.0,,1.0,,10.0,,,,
Raipur BO,L3937,Satroad Khurd SO,,,,2.0,,2.0,,,,,,
Rajli BO,F0225,Barwala SO Hisar,,,4.0,,,,,1.0,,,,
Rajthal BO,J6632,Narnaund SO,,,2.0,,,,,,,,,
Rakhi Shahpur BO,J6633,Narnaund SO,,,4.0,1.0,,4.0,,,,,,
Rampur Bishnoian BO,J8303,Goriwala SO,,,3.0,,,,,,,,,
Ramsara BO,J7273,Bhattu Kalan SO,,,2.0,,,5.0,,,,,,
Randhawa BO,D4831,Sirsa HO,,,2.0,,,2.0,,,,,,
Rania SO,12507601,,3.0,,3.0,24.0,,8.0,,20.0,,,5.0,
Ratta Khera BO,J6594,Nagpur S.O.,,,,,,1.0,,,,,,
Ratta Theh BO,H9315,Dharsul Kalan SO,,,,,,2.0,,,,,,
Ratta Tibba BO,C8620,Fatehabad SO Fatehabad,,,2.0,3.0,,,,10.0,,,,
Rattia SO,12505101,,1.0,,9.0,11.0,,16.0,1.0,26.0,,,8.0,
Rawalwas Khurd BO,L3908,Ha U Hisar SO,,,4.0,20.0,,,,,,,,
Risalia Khera BO,J8304,Goriwala SO,,,3.0,1.0,,4.0,,1.0,,,,
Rupawas BO,J3480,Chopta Nathu Sari SO,,,1.0,,,4.0,,,,,,
Sadalpur BO,L4421,Mandi Adampur SO,,,4.0,1.0,,2.0,,,,,,
Sadhanwas BO,L3894,Jakhal Mandi SO,,,1.0,,,,,,,,,
Sahu BO,G7092,Uklana Mandi SO,,,,,,1.0,,,,,,
Sahuwala BO,J6540,Odhan SO,,,,,,1.0,,8.0,,,,
Sahuwala ii BO,J3481,Chopta Nathu Sari SO,,,1.0,3.0,,4.0,,19.0,,,,
Sakta Khera BO,L6275,Mandi Dabwali SO,,,1.0,1.0,,1.0,,,,,,
Salemgarh BO,L4422,Mandi Adampur SO,,,1.0,1.0,,2.0,,11.0,,,,
Samain BO,G4793,Tohana Mandi SO,,,2.0,4.0,,2.0,,,,,,
Sanchla BO,C2295,Bhuna SO,,,1.0,1.0,,,,16.0,,,,
Sandlana BO,D3550,Barwala SO Hisar,,,12.0,,,,,,,,,
Saniana BO,B6641,Uklana Mandi SO,,,2.0,,,2.0,,,,,,
Sant Nagar BO,J6195,Siri Jiwan Nagar SO,,,,2.0,,,,8.0,,,,
Sarsana BO,L3909,Ha U Hisar SO,,,2.0,1.0,,,,,,,,
Sarsod BO,E1836,Barwala SO Hisar,,,1.0,,,,,2.0,,,,
Satroad Kalan BO,H8908,Hisar Cantt SO,,,2.0,,,3.0,,,,,,
Satroad Khurd SO,12504401,,1.0,1.0,4.0,6.0,,20.0,,24.0,,,,
Shaharwa BO,C0357,Modle Town Hisar SO,,,3.0,,,1.0,,,,,,
Shahpur Begu BO,F9960,Sirsa HO,,,2.0,1.0,,2.0,,,,,,
Shahpur BO,L3910,Ha U Hisar SO,,,2.0,3.0,,3.0,,2.0,,,,
Shaikhpura BO,G2171,Hansi SO,,,1.0,,,1.0,,2.0,,,,
Shakar Mandori BO,J3482,Chopta Nathu Sari SO,,,2.0,,,,,5.0,,,,
Shakarpura BO,H9316,Dharsul Kalan SO,,,,,,1.0,,4.0,,,,
Shamsukh BO,E0839,Agroha SO,,,1.0,,,,,,,,,
Sheikhpur Sotter BO,J6595,Rattia SO,,,,,,1.0,,,,,,
Shekhupur Daroli B.O,J7274,Bhattu Kalan SO,,,,2.0,,3.0,,202.0,,,,
Shergarh BO,L6276,Mandi Dabwali SO,,,,1.0,,,,,,,,
Sherpura BO,J3483,Chopta Nathu Sari SO,,,1.0,1.0,,4.0,,,,,,
Sidhani BO,L3895,Jakhal Mandi SO,,,,14.0,,,,2.0,,,,
Sikander Pur SO,12506001,,,7.0,0.0,1.0,,0.0,,0.0,,,,
Sindher BO,E5429,Hansi SO,,,,1.0,,3.0,,,,,,
Singhpura BO,L5337,Kalanwali SO,,,,,,2.0,,,,,,
Singhran BO,D7108,Modle Town Hisar SO,,,1.0,8.0,,,,,,,,
Singhwa BO,F7583,Bass SO,,,4.0,1.0,,1.0,,5.0,,,,
Siri Jiwan Nagar SO,12507501,,,,4.0,8.0,1.0,28.0,1.0,6.0,,,,
Sirsa HO,12505500,,19.0,3.0,26.0,211.0,0.0,39.0,32.0,179.0,,36.0,81.0,
Sisai SO Hisar,12504901,,,2.0,8.0,1.0,,12.0,1.0,11.0,,,,
Siwani Bolan BO,E0840,Agroha SO,,,3.0,,,,,,,,,
Sorkhi BO,G2172,Hansi SO,,,2.0,,,3.0,,1.0,,,,
Suchan Kotli BO,F1512,Sirsa HO,,,2.0,1.0,,,,1.0,,,,
Sukhchain BO,L5338,Kalanwali SO,,,,,,1.0,,,,,,
Suli Khera BO,J7275,Bhattu Kalan SO,,,1.0,,,,,,,,,
Sultanpur BO,G2173,Hansi SO,,,1.0,,,,,,,,,
Sultanpuria BO,L6360,Rania SO,,,1.0,,,4.0,,,,,,
Sundawas BO,L3911,Ha U Hisar SO,,,,,,,,2.0,,,,
Surewala BO,F8540,Uklana Mandi SO,,,2.0,,,2.0,,2.0,,,,
Surtia BO,L5339,Kalanwali SO,,,,1.0,,,,,,,,
Takhatmal BO,L5340,Kalanwali SO,,,,4.0,,3.0,,3.0,,,,
Talwandi Rana BO,F3735,Modle Town Hisar SO,,,1.0,,,1.0,,1.0,,,,
Talwandi Rukka BO,B1925,Modle Town Hisar SO,,,8.0,,,,,,,,,
Talwara BO,L3896,Jakhal Mandi SO,,,,2.0,,1.0,,1.0,,,,
Talwara Khurd BO,D5969,Ellenabad SO,,,1.0,,,2.0,,5.0,,,,
Taruana BO,L5341,Kalanwali SO,,,,2.0,,,,,,,,
Thaska BO,A7322,Agroha SO,,,,,,3.0,,5.0,,,,
Theri BO,E5432,Fatehabad SO Fatehabad,,,1.0,5.0,,1.0,,,,,,
Thersahidan BO,J6196,Siri Jiwan Nagar SO,,,,,,1.0,,32.0,,,,
Thiraj BO,F8285,Baragudha SO,,,3.0,3.0,,2.0,,10.0,,,,
Thuiyan BO,J7276,Bhattu Kalan SO,,,2.0,,,,,,,,,
Thurana BO,C0335,Hansi SO,,,1.0,,,1.0,,2.0,,,,
Tohana Mandi SO,12512001,,13.0,2.0,16.0,91.0,,43.0,12.0,127.0,,15.0,20.0,
Tohana SO,12512002,,32.0,5.0,5.0,72.0,,24.0,30.0,135.0,,1.0,4.0,
Tokas BO,L3912,Ha U Hisar SO,,,2.0,,,,,,,,,
Ugalan BO,J2179,Khanda Kheri SO,,,4.0,2.0,,,,1.0,,,,
Uklana Mandi SO,12511301,,3.0,5.0,8.0,33.0,,26.0,10.0,58.0,,,6.0,
Umedpura BO,F9961,Sirsa HO,,,4.0,,,4.0,,16.0,,,,
Urban Estate  2 Hisar SO,12500502,,38.0,,3.0,25.0,,21.0,12.0,39.0,,3.0,4.0,
Vidut Nagar Hisar SO,12500503,,7.0,2.0,1.0,4.0,,10.0,51.0,32.0,,1.0,7.0,
A.K.G.V.Mormajra B.O,M0899,Salwan S.O,,,,,,,,2.0,,,,
Achhanpur B.O,J6642,Nissing S.O,,,,,,5.0,,6.0,,,,
Adyana B.O,M0942,Madlauda S.O,,,1.0,2.0,,1.0,,3.0,,,,
Agongh B.O,J6643,Nissing S.O,,,5.0,1.0,,4.0,,,,,,
Ahar B.O,M0983,Israna S.O,,,3.0,,,2.0,,1.0,,,,
Ahirka B.O,F1503,Jind H.O,,,1.0,2.0,,5.0,,2.0,,,,
Aibla B.O,M0918,Nigdhu S.O,,,,,,,,1.0,,,,
Alewa S.O,12611101,,3.0,,12.0,4.0,,5.0,,5.0,,,,
Allupur B.O,M0943,Madlauda S.O,,,4.0,,,3.0,,4.0,,,,
Amargarh B.O,G6871,Narwana S.O,,,2.0,3.0,,,,,,,,
Amupur B.O,J6644,Nissing S.O,,,2.0,5.0,,1.0,,1.0,,,,
Anchra Kalan B.O,F0120,Safidon S.O,,,2.0,1.0,,4.0,,9.0,,,,
Arainpura B.O,L8183,Gharunda S.O,,,,2.0,,1.0,,,,,,
Ardhana B.O,H2338,Assandh S.O,,,6.0,4.0,,,,,,,,
Arjheri B.O,J2764,Nilokheri S.O,,,2.0,12.0,,5.0,,,,,,
Assan B.O,M1461,Pillukhera S.O,,,1.0,,,,,,,,,
Assan Kalan B.O,C7903,Panipat Thermal Project S.O,,,1.0,,,2.0,,2.0,,,,
Assandh S.O,13203901,,3.0,1.0,18.0,35.0,,25.0,1.0,29.0,,3.0,8.0,
Ataula B.O,M0944,Madlauda S.O,,,3.0,3.0,,3.0,,5.0,,,,
Atta S.O,13212201,,,,2.0,2.0,,8.0,,28.0,,,,
Babail B.O,D9415,Panipat Khadi Ashram S.O,,,,1.0,,3.0,,6.0,,,,
Babarpur B.O,M1446,Panipat Refinary S.O,,,1.0,1.0,,4.0,,2.0,,,,
Badanpur B.O,M0955,Dhanoda Kalan S.O,,,1.0,36.0,,1.0,,,,,,
Badhana B.O,M0902,Naguran S.O,,,1.0,,,1.0,,2.0,,,,
Bagru Kalan B.O,B6642,Safidon S.O,,,1.0,2.0,,4.0,,2.0,,,,
Bahari B.O,H2339,Assandh S.O,,,2.0,2.0,,,,2.0,,,,
Bairsal B.O,J2765,Nilokheri S.O,,,4.0,1.0,,6.0,,35.0,,,,
Bal Rangan B.O,L9304,Ballah S.O,,,3.0,,,12.0,,1.0,,,,
Ballah S.O,13204001,,,,4.0,6.0,,9.0,,28.0,,,,
Balu B.O,J6645,Nissing S.O,,,,,,2.0,,4.0,,,,
Bambhewa B.O,M1462,Pillukhera S.O,,,4.0,4.0,,1.0,,2.0,,,,
Bandarala B.O,H2340,Assandh S.O,,,3.0,,,,,,,,,
Bandh B.O,M0984,Israna S.O,,,2.0,1.0,,3.0,,,,,,
Baniya Khera B.O,M0962,Dharthrath S.O,,,4.0,1.0,,5.0,,4.0,,,,
Bansa B.O,J7223,Jundla S.O,,,1.0,2.0,,3.0,,2.0,,,,
Bapoli B.O,E7848,Panipat Khadi Ashram S.O,,,7.0,2.0,,2.0,,18.0,,,,
Bara Gaon B.O,M1021,S.S. Kunjpura S.O,,,3.0,,,5.0,,1.0,,,,
Barana B.O,F6202,Panipat Khadi Ashram S.O,,,6.0,,,7.0,,2.0,,,,
Barauta B.O,M0995,Madhuban S.O (Karnal),,,,1.0,,1.0,,,,,,
Baroda B.O,M7001,Uchana S.O,,,2.0,,,4.0,,8.0,,,,
Baroli B.O,M0889,Shamlo Kalan S.O,,,1.0,,,1.0,,,,,,
Barsat B.O,L8184,Gharunda S.O,,,5.0,3.0,,5.0,,9.0,,,,
Barsola B.O,M7002,Uchana S.O,,,1.0,1.0,,2.0,,,,,,
Barthana B.O,M1463,Pillukhera S.O,,,1.0,2.0,,3.0,,4.0,,,,
Bastali B.O,J6646,Nissing S.O,,,2.0,4.0,,,,3.0,,,,
Bastara B.O,L8185,Gharunda S.O,,,3.0,2.0,,,,9.0,,,,
Beejna B.O,M0997,Madhuban S.O (Karnal),,,1.0,1.0,,,,,,,,
Beholi B.O,D3199,Samalkha S.O,,,3.0,3.0,,4.0,,6.0,,,,
Belarkhan B.O,F8312,Narwana S.O,,,3.0,,,1.0,,1.0,,,,
Bhadar B.O,C7904,Panipat Thermal Project S.O,,,,,,,,1.0,,,,
Bhadson B.O,J2766,Nilokheri S.O,,,3.0,,,4.0,,4.0,,,,
Bhaini Khrud B.O,M1032,Taraori S.O,,,1.0,2.0,,5.0,,10.0,,,,
Bhana Brahmana B.O,F8313,Narwana S.O,,,5.0,2.0,,1.0,,,,,,
Bhandari B.O,M0945,Madlauda S.O,,,3.0,,,2.0,,1.0,,,,
Bhodwal Majri B.O,J9598,Patti Kalyana S.O,,,,3.0,,1.0,,,,,,
Bhongra B.O,M7003,Uchana S.O,,,,,,1.0,,,,,,
Bhuslana Kalan B.O,C5077,Safidon S.O,,,1.0,,,,,,,,,
Biana B.O,M0968,Garhi Birbal S.O,,,,4.0,,5.0,,,,,,
Bibi Pur Jattan B.O,H9712,Indri S.O,,,3.0,3.0,,1.0,,,,,,
Bibipur B.O,F9945,Jind H.O,,,12.0,,,2.0,,,,,,
Bighana B.O,M0913,Alewa S.O,,,3.0,2.0,,2.0,,,,,,
Bikhiwala B.O,M0956,Dhanoda Kalan S.O,,,2.0,,,1.0,,2.0,,,,
Bilona B.O,H2341,Assandh S.O,,,,,,2.0,,1.0,,,,
Binjhol B.O,G1981,Panipat NFL S.O,,,2.0,1.0,,2.0,,3.0,,,,
Bishanpura B.O,M0890,Shamlo Kalan S.O,,,1.0,1.0,,2.0,,,,,,
Brass B.O,J6647,Nissing S.O,,,9.0,3.0,,2.0,,1.0,,,,
Buana B.O,M0891,Shamlo Kalan S.O,,,1.0,,,1.0,,,,,,
Buana Lakhu B.O,M0985,Israna S.O,,,3.0,2.0,,3.0,,3.0,,,,
Budain B.O,M7004,Uchana S.O,,,1.0,,,1.0,,3.0,,,,
Budda Khera Lather B.O,J1726,Julana S.O,,,5.0,,,3.0,,5.0,,,,
Budha Khera B.O,M1464,Pillukhera S.O,,,3.0,1.0,,,,,,,,
Bursham B.O,D6907,Panipat NFL S.O,,,1.0,,,2.0,,3.0,,,,
Butani B.O,A8238,Safidon S.O,,,1.0,,,1.0,,3.0,,,,
Canal Colony B.O,G2019,Karnal Partap Pura S.O,,,,,,,,5.0,,,,
Chandoli B.O,F6203,Panipat Khadi Ashram S.O,,,1.0,8.0,,1.0,,7.0,,,,
Chaura B.O,L8186,Gharunda S.O,,,2.0,1.0,,7.0,,7.0,,,,
Chhajpur Kalan B.O,G4794,Panipat Khadi Ashram S.O,,,,3.0,,2.0,,5.0,,,,
Chhatar B.O,M0903,Naguran S.O,,,2.0,1.0,,1.0,,,,,,
Chirao B.O,J7224,Jundla S.O,,,3.0,1.0,,1.0,,3.0,,,,
Chochra B.O,H2342,Assandh S.O,,,3.0,2.0,,,,,,,,
Chogawan B.O,M0969,Garhi Birbal S.O,,,1.0,,,1.0,,7.0,,,,
Chuharpur B.O,M0904,Naguran S.O,,,3.0,,,,,,,,,
Chulkana B.O,C4869,Samalkha S.O,,,1.0,2.0,,,,,,,,
Cssri B.O,L8637,Karnal Ram Nagar S.O,,,3.0,,,1.0,,,,,,
Dabkoli Kalan B.O,M0970,Garhi Birbal S.O,,,1.0,2.0,,2.0,,2.0,,,,
Dablain Kalan B.O,G6873,Narwana S.O,,,3.0,,,1.0,,,,,,
Dachar B.O,J6648,Nissing S.O,,,1.0,,,2.0,,,,,,
Dadlana B.O,M1447,Panipat Refinary S.O,,,,,,1.0,,,,,,
Dahar B.O,M1029,Neoltha S.O,,,5.0,4.0,,4.0,,14.0,,,,
Dalamwala B.O,M0963,Dharthrath S.O,,,3.0,1.0,,5.0,,6.0,,,,
Darar B.O,H9713,Indri S.O,,,4.0,5.0,,1.0,,2.0,,,,
Dariyawala B.O,B8054,Jind H.O,,,2.0,1.0,,1.0,,1.0,,,,
Dehola B.O,M0905,Naguran S.O,,,7.0,1.0,,1.0,,3.0,,,,
Dehra B.O,L8765,Atta S.O,,,1.0,,,4.0,,1.0,,,,
Deorer B.O,J1727,Julana S.O,,,1.0,,,1.0,,,,,,
Dhabitek Singh B.O,G6872,Narwana S.O,,,4.0,6.0,,2.0,,,,,,
Dhakal B.O,F8314,Narwana S.O,,,,1.0,,,,,,,,
Dhakwala Gujran B.O,M0998,Madhuban S.O (Karnal),,,,4.0,,,,,,,,
Dhamtan Sahib B.O,A7989,Narwana S.O,,,1.0,,,3.0,,,,,,
Dhanoda Kalan S.O,12615201,,,5.0,16.0,2.0,,10.0,,6.0,,,1.0,
Dhanori B.O,C4882,Narwana S.O,,,6.0,1.0,,1.0,,4.0,,,,
Dharamgarh B.O,C5078,Safidon S.O,,,1.0,2.0,,2.0,,3.0,,,,
DHARAULI,M1465,Pillukhera S.O,,,1.0,,,2.0,,,,,,
Dharodi B.O,C4883,Narwana S.O,,,2.0,,,1.0,,7.0,,,,
Dharthrath S.O,12611001,,,1.0,7.0,9.0,,8.0,,6.0,,,1.0,
Dhigana B.O,M0892,Shamlo Kalan S.O,,,3.0,3.0,,2.0,,2.0,,,,
Dhilluwal B.O,M0914,Alewa S.O,,,1.0,4.0,,4.0,,1.0,,,,
Didwara B.O,D3456,Safidon S.O,,,2.0,1.0,,1.0,,,,,,
Didwari B.O,M1030,Neoltha S.O,,,1.0,,,5.0,,7.0,,,,
Dikadla B.O,L8766,Atta S.O,,,1.0,,,4.0,,5.0,,,,
Dilawara B.O,M0999,Madhuban S.O (Karnal),,,3.0,5.0,,,,,,,,
Diwana B.O,M1026,Panipat Beas Project S.O,,,3.0,,,1.0,,16.0,,,,
Dumarkhan Kalan B.O,E1531,Narwana S.O,,,3.0,3.0,,7.0,,7.0,,,,
Durana B.O,M0915,Alewa S.O,,,1.0,,,3.0,,20.0,,,,
Durjanpur B.O,M0957,Dhanoda Kalan S.O,,,2.0,1.0,,1.0,,1.0,,,,
Faridpur B.O,L8187,Gharunda S.O,,,1.0,,,3.0,,3.0,,,,
Fateh Garh B.O,J1728,Julana S.O,,,1.0,2.0,,,,,,,,
Gagsina B.O,L8188,Gharunda S.O,,,,,,2.0,,1.0,,,,
Gangoli B.O,M1466,Pillukhera S.O,,,1.0,,,1.0,,,,,,
Ganjogarhi B.O,M1000,Madhuban S.O (Karnal),,,1.0,,,1.0,,,,,,
Garhi B.O,F8315,Narwana S.O,,,4.0,1.0,,2.0,,1.0,,,,
